Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDS32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029700018,17.75,140,4.4
Regular,FDG09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048010812,20.6,187,4.4
Regular,FDW51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094807042,6.155,213,4.4
Regular,FDK58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045052492,11.35,102,4.4
Regular,FDA09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.149598628,13.35,179,4.4
Regular,FDM58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0905712162,16.85,110,4.4
Regular,DRM49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.152207128,6.11,43,4.4
Regular,DRA59,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128126825,8.27,183,4.4
Regular,FDD47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142632186,7.6,172,4.4
Regular,FDC03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.575,195,4.4
Regular,FDU31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02502991,10.5,218,4.4
Low Fat,FDX24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.024387984,8.355,92,4.4
Low Fat,DRG27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.184035253,8.895,42,4.4
Low Fat,FDF16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.150806666,7.3,149,4.4
Low Fat,FDH08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.030516069,7.51,227,4.4
Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.065872936,18.7,113,4.4
Low Fat,FDU07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.104784329,11.1,150,4.4
Low Fat,FDU32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.045465958,8.785,120,4.4
Low Fat,NCT53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.084245356,5.4,164,4.4
Low Fat,NCB19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.158096128,6.525,86,4.4
Low Fat,FDK43,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.046994717,9.8,125,4.4
Low Fat,NCL55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.113212516,12.15,254,4.4
Low Fat,FDK33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019671473,17.85,214,4.4
Low Fat,FDX09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.114243048,9.0,174,4.4
Low Fat,FDZ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.079261744,9.395,81,4.4
Regular,FDY38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.208662546,13.6,231,4.4
Regular,FDE28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.232072674,9.5,229,4.4
Regular,FDP40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.060154968,4.555,110,4.4
Regular,FDY39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.08234117,5.305,185,4.4
Regular,FDQ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019114349,9.5,182,4.4
Regular,FDE11,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.23653561,17.7,184,4.4
Low Fat,FDD51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.210021713,11.15,44,4.4
Low Fat,FDJ41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02288328,6.85,261,4.4
Low Fat,FDP60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055965898,17.35,102,4.4
Low Fat,FDZ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075959623,17.75,112,4.4
Low Fat,FDU59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096386227,5.78,163,4.4
Low Fat,FDC50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.136497913,15.85,96,4.4
Low Fat,DRF03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045308131,19.1,42,4.4
Low Fat,FDT28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06356617,13.3,151,4.4
Low Fat,DRN11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.162980276,7.85,145,4.4
Low Fat,NCI29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032621545,8.6,143,4.4
Low Fat,NCA53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009878459,11.395,47,4.4
Low Fat,NCT41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055990291,15.7,153,4.4
Low Fat,NCM53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052040915,18.75,105,4.4
Low Fat,NCM30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067295406,19.1,41,4.4
Low Fat,NCN43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008680247200000001,12.15,123,4.4
Low Fat,NCP43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03050705,17.75,180,4.4
Low Fat,FDA33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033899898,6.48,146,4.4
Low Fat,FDP57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05259579825,17.5,102,4.4
Low Fat,FDE46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015769693,18.6,152,4.4
Low Fat,FDA22,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.084452363,7.435,165,4.4
Regular,FDW40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105145451,14.0,144,4.4
Regular,FDH05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090913642,14.35,231,4.4
Regular,FDW16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041474232,17.35,93,4.4
Regular,FDT07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077319079,5.82,255,4.4
Regular,FDC33,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06893834,8.96,196,4.4
Regular,FDO39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.137366883,6.985,184,4.4
Regular,FDI21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056602818,5.59,63,4.4
Regular,FDW09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025920816,13.65,81,4.4
Regular,FDN58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056872392,13.8,231,4.4
Low Fat,FDA23,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047453947,9.8,101,4.4
Low Fat,FDR02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022190488,16.7,113,4.4
Low Fat,FDT36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.111500259,12.3,35,4.4
Low Fat,FDQ12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.035482562,12.65,231,4.4
Low Fat,FDS23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141174838,4.635,127,4.4
Low Fat,FDS35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11144608,9.3,64,4.4
Low Fat,FDX59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.051766042,10.195,34,4.4
Low Fat,FDF14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.027224917,7.55,152,4.4
Low Fat,FDU25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026735372,12.35,57,4.4
Low Fat,FDT37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041931873999999994,14.15,253,4.4
Low Fat,FDX26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.087986599,17.7,181,4.4
Low Fat,FDX16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06594351,17.85,149,4.4
Low Fat,FDA56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.008782561,9.21,119,4.4
Low Fat,FDP07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090084098,18.2,197,4.4
Low Fat,NCD43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016052446,8.85,106,4.4
Low Fat,NCT06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038816115,17.1,166,4.4
Low Fat,NCI18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014052469,18.35,224,4.4
Low Fat,NCB43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.100114941,20.2,188,4.4
Low Fat,FDQ39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081206491,14.8,189,4.4
Low Fat,FDK45,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033926852,11.65,111,4.4
Low Fat,FDK33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.011258035,17.85,211,4.4
Low Fat,FDK48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037845086,7.445,75,4.4
Low Fat,FDH48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06082246,13.5,85,4.4
Low Fat,FDZ38,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008046275,17.6,173,4.4
Low Fat,DRH39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093214498,20.7,74,4.4
Low Fat,FDK04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052607932,7.36,56,4.4
Low Fat,FDQ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041974489,19.7,108,4.4
Low Fat,FDX20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04280099,7.365,228,4.4
Low Fat,FDC44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.173573164,15.6,114,4.4
Low Fat,DRK23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.072383777,8.395,251,4.4
Low Fat,DRO47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.112859454,10.195,114,4.4
Low Fat,DRJ23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041904578,18.35,188,4.4
Low Fat,NCL53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036439878,7.5,175,4.4
Low Fat,NCI17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1442339,8.645,95,4.4
Low Fat,NCL29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.114583922,9.695,156,4.4
Low Fat,NCA53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009934335,11.395,47,4.4
Low Fat,NCV41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017135155,14.35,109,4.4
Low Fat,NCP06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.039467795,20.7,151,4.4
Low Fat,FDP39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.069817659,12.65,53,4.4
Low Fat,FDV51,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.03272295,16.35,165,4.4
Low Fat,FDL10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.039715591,8.395,100,4.4
Regular,FDT12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.049722335,6.215,224,4.4
Regular,FDD26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.072301795,8.71,185,4.4
Regular,FDN16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062827447,12.6,105,4.4
Regular,FDG56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.071597469,13.3,60,4.4
Regular,FDT55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.043743689,13.6,157,4.4
Regular,FDH20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.024999711,16.1,97,4.4
Regular,FDK32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.049074897,16.25,154,4.4
Regular,FDT09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.012288171,15.15,129,4.4
Regular,FDA47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.11733375,10.5,164,4.4
Regular,FDS11,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.05587277,7.05,222,4.4
Regular,FDL13,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.056637129,13.85,233,4.4
Regular,FDA04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.067107448,11.3,258,4.4
Regular,FDF21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.059160135,10.3,191,4.4
Regular,FDR15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03362713,9.3,156,4.4
Regular,FDM51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026072872,11.8,99,4.4
Regular,FDN46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1448234064,7.21,103,4.4
Regular,FDI58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.071104408,7.64,95,4.4
Regular,FDM57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076278201,11.65,85,4.4
Regular,FDY33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.097750937,14.5,159,4.4
Low Fat,FDU02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.103091351,13.35,229,4.4
Regular,FDD32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041163522,17.7,80,4.4
Regular,FDB57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018911474,20.25,220,4.4
Low Fat,NCP06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039238384,20.7,152,4.4
Low Fat,FDV23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105816753,11.0,126,4.4
Low Fat,FDH38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010436256,6.425,115,4.4
Low Fat,FDX37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063017421,16.2,100,4.4
Low Fat,FDN02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073813788,16.5,207,4.4
Low Fat,FDU04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005547386,7.93,121,4.4
Low Fat,FDX40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.12261155116666667,12.85,38,4.4
Low Fat,FDX20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042552205,7.365,225,4.4
Low Fat,FDX55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055195461,15.1,216,4.4
Low Fat,DRK11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010762387,8.21,149,4.4
Low Fat,DRL23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015301418,18.35,105,4.4
Low Fat,NCN05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014456938,8.235,184,4.4
Low Fat,NCH43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070555571,8.42,216,4.4
Low Fat,FDA33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033893487,6.48,147,4.4
Low Fat,FDX58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043755405,13.15,182,4.4
Low Fat,FDA21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03595391,13.65,185,4.4
Low Fat,FDG59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043226398,15.85,37,4.4
Regular,FDL12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121609722,15.85,60,4.4
Regular,FDU37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104488444,9.5,77,4.4
Regular,FDE14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031439206,13.65,100,4.4
Regular,FDB14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102704495,20.25,94,4.4
Regular,FDT26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067940657,18.85,119,4.4
Regular,FDS19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064195136,13.8,75,4.4
Regular,FDH31,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020407296,12.0,99,4.4
Regular,FDO15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008564925,16.75,73,4.4
Regular,FDG34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037563325,11.5,109,4.4
Regular,FDH47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128791854,13.5,95,4.4
Regular,FDL38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014730322,13.8,90,4.4
Low Fat,DRL60,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.045291822,8.52,153,4.4
Low Fat,FDK38,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.089196394,6.65,147,4.4
Low Fat,FDR02,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.036933417,16.7,109,4.4
Low Fat,DRI51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.070703828,17.25,170,4.4
Low Fat,FDC41,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.195688803,15.6,77,4.4
Low Fat,NCM05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.100171568,6.825,262,4.4
Low Fat,NCI29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.054601779,8.6,141,4.4
Low Fat,NCR53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.242768664,12.15,226,4.4
Low Fat,NCF06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.033807904,6.235,258,4.4
Low Fat,NCV42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.052593952,6.26,111,4.4
Low Fat,NCU54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.165073642,8.88,207,4.4
Low Fat,NCK18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.011211251,9.6,166,4.4
Low Fat,NCC30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.046161923,16.6,176,4.4
Low Fat,NCF42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.280164929,17.35,177,4.4
Low Fat,FDP15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.083536071,15.2,256,4.4
Low Fat,DRB25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.116261335,12.3,107,4.4
Regular,FDM02,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.12341737,12.5,86,4.4
Regular,FDA01,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.091018048,15.0,60,4.4
Regular,FDI16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.227260689,14.0,54,4.4
Regular,FDV28,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267352587,16.1,34,4.4
Regular,FDF08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.109144085,14.3,88,4.4
Regular,FDW51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.158441218,6.155,213,4.4
Regular,FDB58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.022590318,10.5,140,4.4
Regular,FDZ59,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.174110803,6.63,166,4.4
Low Fat,FDK36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.00720931,7.09,48,4.4
Low Fat,FDZ27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.017141985,7.935,50,4.4
Low Fat,FDS48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.027756137,15.15,150,4.4
Low Fat,FDC02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.068765205,21.35,260,4.4
Low Fat,FDI15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.141234932,13.8,263,4.4
Low Fat,DRJ39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.036295834,20.25,217,4.4
Low Fat,FDT40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.095715608,5.985,125,4.4
Low Fat,FDE29,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.143010016,8.905,61,4.4
Low Fat,FDT28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.063513272,13.3,149,4.4
Low Fat,FDK41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.127435585,14.3,86,4.4
Low Fat,FDE45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.040323731,12.1,180,4.4
Low Fat,FDZ20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.034278413,16.1,255,4.4
Low Fat,FDT31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.012437935,19.75,189,4.4
Low Fat,FDP20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.045631231,19.85,128,4.4
Low Fat,DRM59,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.003589104,5.88,155,4.4
Low Fat,DRL35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.03067808,15.7,44,4.4
Low Fat,DRP35,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.09079168,18.85,127,4.4
Low Fat,NCU17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0930115055,5.32,101,4.4
Low Fat,NCU53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.042716235,5.485,164,4.4
Low Fat,NCT05,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.020934413,10.895,256,4.4
Low Fat,NCC19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.096799953,6.57,192,4.4
Low Fat,NCV54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.033081389,11.1,116,4.4
Low Fat,NCF19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.035079516,13.0,47,4.4
Low Fat,NCE30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.099053537,16.0,212,4.4
Low Fat,NCG19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.14781046,20.25,234,4.4
Low Fat,FDT21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020374875,7.42,248,4.4
Low Fat,FDT57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019018943,15.2,238,4.4
Low Fat,FDP46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.074553522,15.35,91,4.4
Low Fat,FDZ09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.104791689,17.6,165,4.4
Low Fat,DRF13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.029860657000000002,12.1,145,4.4
Low Fat,DRG36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.095298849,14.15,171,4.4
Regular,FDJ12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.039008625,8.895,209,4.4
Regular,FDZ49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.133034816,11.0,222,4.4
Regular,FDW52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037491314,14.0,164,4.4
Regular,FDY16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.092150005,18.35,184,4.4
Regular,FDZ43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057011062,11.0,241,4.4
Regular,FDE33,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.049594299,19.35,77,4.4
Regular,FDU43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057762301,19.35,238,4.4
Regular,FDU51,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.096433359,20.2,178,4.4
Regular,FDW21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005958918,5.34,101,4.4
Regular,FDI21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056555715,5.59,62,4.4
Regular,FDI58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070645636,7.64,91,4.4
Regular,FDJ21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.038496166,16.7,147,4.4
Low Fat,NCJ29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.035163639,10.6,84,4.4
Regular,FDW09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.025899245,13.65,81,4.4
Low Fat,FDB45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021416681,20.85,104,4.4
Low Fat,FDO37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023444628714285713,8.06,232,4.4
Low Fat,FDO25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.127968205,6.3,209,4.4
Low Fat,FDY25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034112833,12.0,180,4.4
Low Fat,FDX02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057292529,16.0,224,4.4
Low Fat,FDK16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115799592,9.065,95,4.4
Low Fat,FDB08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031230059,6.055,160,4.4
Low Fat,FDS55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08990957457142858,7.02,148,4.4
Low Fat,FDU55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036057562,16.2,260,4.4
Low Fat,NCH42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036686158,6.86,229,4.4
Low Fat,NCO02,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07366703,11.15,66,4.4
Low Fat,FDK22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026192765,9.8,215,4.4
Low Fat,FDC58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042113173,10.195,42,4.4
Low Fat,FDP58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.135692831,11.1,220,4.4
Regular,FDV48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051827123,9.195,77,4.4
